,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
4125,SpaceX,199.80589,0.93305,-99.54341,-1.04459,229.75748,-118.06125,EBIT/Wh,0.43083,-0.47078,14.60937,-3.47274,True,949.25773
4126,TwitterX,197.87744,-0.12173,-92.78978,-1.06085,227.80331,-119.66788,AI,0.68543,-0.21518,14.73266,-1.24546,True,942.99229
4127,Tesla,197.89723,0.90961,-98.68618,-1.05398,227.83752,-117.28856,AI,1.67024,-1.19372,11.50436,-7.78976,True,940.14308
4128,TwitterX,200.33085,0.01061,-96.80915,-1.05437,230.26532,-122.60468,Q3,-1.29627,0.12185,9.13674,-1.55826,True,953.24968
4129,Tesla,200.08245,-0.41350,-97.30574,-1.04560,230.03364,-121.31887,Q3,-0.91102,-0.00792,11.60417,-1.62970,True,951.75940
4130,Tesla,201.58504,1.32221,-104.80040,-1.04449,231.53939,-123.43223,Q2,3.28575,-2.91965,14.33348,-3.62764,True,955.52499
4131,TwitterX,200.26738,1.61087,-103.34885,-1.05159,230.21044,-122.67205,Q3,-1.44846,0.86539,8.25024,-1.92878,True,949.66248
4132,TwitterX,199.95114,-0.19494,-92.28762,-1.05385,229.88765,-121.66484,EBIT/Wh,-0.66835,0.45085,13.58082,2.79314,True,953.61187
4133,TwitterX,200.47160,0.09559,-99.49458,-1.06027,230.39886,-121.04083,Q3,-0.09314,1.13752,4.34308,-2.48063,True,952.61073
4134,Tesla,198.74220,-0.54001,-98.73171,-1.04975,228.68750,-120.85269,AI,1.58420,0.69132,12.15377,-5.53291,True,944.34514
4135,TwitterX,197.99365,-0.07322,-101.38607,-1.05176,227.93825,-119.10894,AI,2.09010,0.85220,12.88325,-1.37323,True,939.27522
4136,SpaceX,200.00363,-0.39783,-100.35569,-1.06352,229.92430,-120.94576,Q3,1.22148,1.20631,8.25805,4.22997,True,949.84031
4137,TwitterX,200.07855,0.57185,-101.81147,-1.05903,230.00606,-123.39019,Q3,2.47325,0.23024,6.44630,-1.46899,True,949.48704
4138,Tesla,199.02821,0.46662,-98.51355,-1.04541,228.98132,-118.95785,EBIT/Wh,1.61590,-0.02991,15.52944,-2.72590,True,945.88427
4139,SpaceX,200.85471,1.10304,-100.66052,-1.05877,230.78350,-121.45950,Q3,-1.08617,-0.28853,15.35511,3.60597,True,953.94327
4140,SpaceX,199.90426,-0.47251,-101.73048,-1.06761,229.81995,-119.68590,EBIT/Wh,-0.31327,0.81479,11.89174,1.21024,True,948.65607
4141,Tesla,198.81009,-0.89320,-101.67623,-1.04795,228.75837,-118.15607,AI,1.08174,-1.43232,11.62349,-4.23745,True,943.21235
4142,SpaceX,199.47237,-2.28217,-101.63654,-1.04722,229.41922,-119.63826,EBIT/Wh,0.24537,0.40703,12.64897,-1.46123,True,946.54358
4143,SpaceX,199.82480,0.47314,-110.99210,-1.05585,229.75882,-118.93579,EBIT/Wh,-0.27479,0.46198,8.79210,-5.70197,True,943.62793
4144,Tesla,200.14899,-0.07371,-99.63334,-1.04942,230.09604,-118.68691,Q3,-0.03679,-0.45712,14.88482,-0.67780,True,950.92830
4145,Tesla,199.59214,-0.34550,-95.92764,-1.04847,229.54005,-124.25776,EBIT/Wh,-1.55941,-1.40878,12.67189,-4.19381,True,949.99686
4146,TwitterX,200.16569,-0.32989,-98.78388,-1.06133,230.08895,-120.13188,Q3,-1.59017,-0.66251,10.78492,0.46402,True,951.43653
4147,SpaceX,200.82423,-0.17688,-101.42195,-1.06147,230.74536,-124.10110,Q3,0.42236,0.00410,9.18258,-0.39962,True,953.41015
4148,TwitterX,200.37756,0.78017,-104.78733,-1.05364,230.31709,-120.71840,Q3,0.96479,-0.30438,11.41991,-0.48925,True,949.49413
4149,Tesla,201.03751,0.09713,-105.11784,-1.03966,231.00002,-122.56862,Q2,-1.23658,1.94449,11.37842,-3.56958,True,952.62864
4150,Tesla,202.17860,0.28884,-103.76269,-1.04707,232.12861,-124.16087,Q1,-0.36686,0.54565,9.58582,-5.52768,True,959.01167
4151,SpaceX,199.87266,0.22715,-102.37685,-1.07008,229.78139,-118.99202,EBIT/Wh,1.06688,0.65955,14.65642,1.59645,True,948.17485
4152,Tesla,199.13428,-0.61666,-99.99365,-1.04044,229.09486,-118.20764,EBIT/Wh,0.61496,-0.16276,9.05183,-1.59704,True,945.67456
4153,Tesla,199.29053,-0.17664,-100.91955,-1.05005,229.23541,-117.68501,EBIT/Wh,1.55372,-0.86195,10.48590,1.90844,True,945.99288
4154,SpaceX,199.61541,0.33069,-103.01690,-1.04645,229.56097,-122.23727,EBIT/Wh,0.64483,-1.34008,10.12222,8.46923,True,946.56862
4155,SpaceX,200.05802,0.60258,-97.24610,-1.06512,229.97586,-120.00717,Q3,0.73954,-0.50727,14.79941,9.10248,True,951.66707
4156,TwitterX,201.01362,0.48796,-100.83712,-1.05054,230.96116,-123.95241,Q2,-0.67559,-2.64835,12.56873,-4.35689,True,954.64953
4157,Tesla,199.20896,0.69393,-100.64943,-1.04503,229.16148,-120.12397,EBIT/Wh,0.75822,-2.92913,11.21051,-1.56741,True,945.72007
4158,SpaceX,199.42043,-0.23202,-99.29836,-1.05459,229.35498,-119.05110,EBIT/Wh,0.20652,-0.38899,15.09849,8.29888,True,947.45299
4159,SpaceX,198.42212,0.58972,-99.65551,-1.06098,228.34527,-118.43758,AI,-0.08726,-0.90240,9.24219,-0.95802,True,942.28284
4160,Tesla,199.20264,-0.59959,-97.21753,-1.04200,229.16133,-118.64413,EBIT/Wh,-1.04267,1.12078,15.10348,-5.15032,True,947.40444
4161,SpaceX,199.76117,0.07438,-99.75826,-1.04957,229.70484,-121.09093,EBIT/Wh,-0.15981,0.51414,8.82326,1.60606,True,948.92673
4162,SpaceX,201.74626,-0.87384,-96.57417,-1.04393,231.69622,-121.96581,Q2,-0.41092,0.31224,11.95034,-1.34156,True,960.44419
4163,SpaceX,197.36715,-1.27803,-94.88234,-1.06072,227.28980,-118.25303,AI,-0.48291,-0.01633,13.04200,0.89145,True,939.39460
4164,Tesla,201.20967,0.41396,-101.76865,-1.05562,231.14636,-121.99232,Q2,0.22942,-2.30553,14.59204,-3.10201,True,955.16401
4165,Tesla,199.66045,-1.27285,-100.90423,-1.05342,229.60019,-119.66016,EBIT/Wh,0.50981,0.40867,9.73883,-4.47147,True,947.85015
4166,TwitterX,200.62333,0.51979,-101.64769,-1.05804,230.55346,-122.34152,Q3,-0.00824,-0.72194,7.69133,-5.07786,True,952.29279
4167,Tesla,199.29729,-0.80559,-104.81961,-1.04721,229.24622,-121.00128,EBIT/Wh,1.88915,-0.88645,4.58802,-2.24311,True,944.07666
4168,TwitterX,201.29524,-0.51733,-105.38485,-1.05241,231.23778,-122.80799,Q2,-0.61096,-0.07783,12.82426,1.30797,True,953.78379
4169,Tesla,200.13505,0.65415,-104.04443,-1.05159,230.07869,-122.69628,Q3,0.22278,-1.06389,7.72860,2.91621,True,948.65305
4170,Tesla,201.61209,0.91177,-101.15362,-1.04778,231.56191,-123.77814,Q2,-0.68640,-0.13737,9.00055,-1.14876,True,957.48365
4171,Tesla,200.36313,1.62904,-94.02322,-1.05820,230.29534,-124.26069,Q3,-1.54109,0.36222,8.49437,-3.20834,True,954.80404
4172,Tesla,202.03757,0.19498,-102.31854,-1.04212,231.99584,-122.83565,Q1,-2.14081,-0.15237,12.85430,0.47614,True,959.02858
4173,SpaceX,201.41937,-0.38904,-99.94774,-1.05053,231.35894,-124.86590,Q2,0.15218,-0.12217,10.65902,-0.19462,True,957.12299
4174,Tesla,201.04099,0.50875,-103.95235,-1.05550,230.97711,-121.70948,Q2,-0.05493,0.41793,5.30899,-3.52483,True,953.22879
4175,SpaceX,199.06184,-0.08739,-100.89501,-1.05130,229.00125,-119.09639,EBIT/Wh,0.68568,0.19822,10.67918,3.26413,True,944.86170
4176,Tesla,200.00048,0.01162,-101.13080,-1.05904,229.93137,-124.09426,Q3,0.15608,0.05614,10.79316,-2.52257,True,949.43698
4177,Tesla,201.17099,0.29349,-98.10771,-1.04650,231.12261,-120.45067,Q2,1.78366,0.45571,12.14604,-1.48015,True,956.80110
4178,SpaceX,199.97690,0.02759,-96.40440,-1.05240,229.91492,-118.98099,EBIT/Wh,0.71731,0.56700,11.35787,0.48994,True,951.68229
4179,SpaceX,201.35131,0.09167,-99.44937,-1.06268,231.27394,-117.94097,Q2,0.75247,0.02566,11.80037,3.55084,True,957.03185
4180,TwitterX,201.44224,0.21618,-103.36974,-1.05371,231.38260,-122.77212,Q2,0.06921,-0.65360,7.07862,4.24992,True,955.52632
4181,Tesla,200.62971,-0.03125,-102.06658,-1.04308,230.58481,-121.86083,Q3,0.46127,1.29454,12.12162,-1.92881,True,952.11525
4182,Tesla,200.82065,1.20623,-105.38353,-1.04152,230.78027,-122.50610,Q3,-0.41989,1.53651,10.99937,1.93149,True,951.41146
4183,Tesla,198.93721,-0.29466,-98.70337,-1.04131,228.89640,-119.02358,AI,0.66368,-3.69154,11.11937,0.16673,True,945.33434
4184,Tesla,200.73072,-0.71818,-106.74720,-1.04595,230.68309,-123.73511,Q3,-1.78623,0.83531,13.71684,-1.03985,True,950.28000
4185,Tesla,200.82015,0.31879,-101.20331,-1.04212,230.77680,-121.85772,Q3,0.86163,-0.37577,14.01518,-0.94636,True,953.49911
4186,Tesla,201.97910,0.71338,-104.22056,-1.04383,231.93475,-124.60955,Q2,0.59998,-1.65720,11.62871,-3.53402,True,957.78521
4187,Tesla,200.75620,0.17123,-102.46394,-1.04698,230.70665,-121.85510,Q3,-0.02135,-0.61947,6.60516,-3.37964,True,952.54905
4188,SpaceX,198.69636,-0.20141,-100.04593,-1.06425,228.61565,-122.97293,AI,1.19514,0.94148,13.65264,4.80795,True,943.45884
4189,Tesla,200.71413,0.22210,-98.61782,-1.05193,230.65626,-121.37400,Q3,0.28767,-0.38475,8.87366,3.61569,True,954.26174
4190,Tesla,201.20535,-0.01459,-96.20463,-1.05642,231.13996,-123.40878,Q2,1.03442,0.37544,7.06148,-0.19590,True,957.92442
4191,Tesla,201.23117,-1.01637,-96.98710,-1.04808,231.17950,-122.16194,Q2,0.94194,-2.92792,12.43769,-1.15617,True,957.66229
4192,SpaceX,201.67921,1.19541,-100.89695,-1.05108,231.62123,-123.90814,Q2,-0.84497,-0.81019,12.59285,-1.42531,True,957.94756
4193,SpaceX,202.36649,1.11262,-103.27303,-1.05569,232.29932,-123.63077,Q1,1.45965,-0.66123,11.45425,0.54540,True,960.19594
4194,SpaceX,202.26569,-0.08165,-99.52466,-1.04895,232.20855,-124.42962,Q1,-0.16947,-0.29029,12.59900,-4.40218,True,961.56610
4195,SpaceX,199.68873,0.22477,-101.69794,-1.06005,229.61484,-121.72734,EBIT/Wh,2.22132,-0.15562,15.43905,4.91132,True,947.59466
4196,Tesla,198.25971,-0.50246,-100.56020,-1.04102,228.21801,-120.91045,AI,-1.12628,-0.78369,11.66615,4.32176,True,941.01844
4197,TwitterX,199.65074,-0.81227,-103.61540,-1.05882,229.57694,-122.17482,EBIT/Wh,-2.24065,0.58300,10.42436,-2.58814,True,946.44600
4198,Tesla,200.79011,-0.31105,-100.54030,-1.05409,230.73009,-123.03317,Q3,-0.82644,0.72296,8.40954,0.22025,True,953.68038
4199,Tesla,199.41031,0.70722,-102.52014,-1.04414,229.36532,-123.40088,EBIT/Wh,0.50839,-1.74846,6.73922,-2.83121,True,945.79147
4200,Tesla,199.20015,-0.77051,-102.06981,-1.04095,229.15869,-120.95472,EBIT/Wh,-1.95452,0.87564,11.00078,-4.86402,True,944.96585
4201,SpaceX,199.03236,0.05653,-100.70326,-1.06326,228.95355,-120.91067,EBIT/Wh,-0.63962,0.02323,8.90974,-0.23676,True,944.81019
4202,Tesla,199.91320,-0.40212,-102.09730,-1.05527,229.84964,-121.33638,EBIT/Wh,-2.75955,1.15383,12.10322,-0.91987,True,948.51734
4203,SpaceX,200.93580,0.55614,-99.95834,-1.05953,230.86038,-123.51041,Q3,-0.23359,1.45360,6.87776,-4.52519,True,954.69985
4204,Tesla,198.87166,-1.07794,-98.50459,-1.04804,228.81927,-119.89448,AI,0.12253,-1.17354,9.47495,1.56981,True,945.10603
4205,Tesla,200.28053,-0.01654,-105.60938,-1.04668,230.23012,-120.14696,Q3,2.69563,-4.20471,9.98403,0.90874,True,948.59796
4206,Tesla,200.22505,0.21750,-97.90496,-1.04597,230.17647,-121.59440,Q3,-0.56796,-0.94130,9.15951,-3.98684,True,952.17279
4207,TwitterX,198.79606,-0.65257,-94.56663,-1.04967,228.74322,-119.86807,AI,1.00628,0.51086,15.15292,0.36711,True,946.69697
4208,Tesla,199.67050,0.01504,-102.69369,-1.04698,229.62086,-121.73905,EBIT/Wh,-0.31659,3.04385,12.23179,2.25118,True,947.00566
4209,Tesla,201.48556,0.33209,-99.52419,-1.05173,231.42833,-125.25643,Q2,2.57370,-0.06403,8.32171,3.94048,True,957.66572
4210,Tesla,199.47435,0.14884,-101.20781,-1.04195,229.43276,-121.43458,EBIT/Wh,0.28808,-0.69944,10.21903,-3.03847,True,946.76784
4211,SpaceX,199.19767,0.43713,-100.51855,-1.05746,229.12588,-118.78701,EBIT/Wh,0.06495,1.00626,13.40761,4.22436,True,945.72909
4212,Tesla,200.01821,0.29721,-99.60956,-1.04057,229.97876,-123.24491,Q3,1.64106,-0.52510,11.53201,-0.00794,True,950.28625
4213,SpaceX,202.81631,0.40732,-100.69293,-1.05567,232.75152,-124.62865,Q1,0.68441,-0.12771,12.78535,3.18328,True,963.73508
4214,SpaceX,200.92010,-0.51878,-92.60769,-1.05763,230.84925,-121.81472,Q3,-0.45407,-0.67623,10.71376,1.35143,True,958.29664
4215,TwitterX,198.51356,-0.65640,-94.39386,-1.05462,228.45224,-118.45104,AI,0.41987,-0.27911,8.58907,-3.32745,True,945.37086
4216,Tesla,199.31309,0.32989,-99.77593,-1.04656,229.26391,-120.65385,EBIT/Wh,1.59027,0.79589,13.41121,-4.15975,True,946.67746
4217,TwitterX,197.86351,-1.60776,-96.20263,-1.05563,227.79866,-118.95491,AI,0.12129,-0.41784,9.42256,-3.15908,True,941.21625
4218,TwitterX,199.16975,-0.21955,-100.20266,-1.04750,229.12169,-120.60824,EBIT/Wh,-2.95990,-4.04466,6.88347,3.10162,True,945.74743
4219,Tesla,200.01045,-0.86148,-102.87138,-1.04831,229.95854,-120.97800,Q3,-1.90236,0.66250,13.28811,-3.78976,True,948.61655
4220,SpaceX,200.36615,-0.68491,-103.85318,-1.04967,230.30632,-123.78485,Q3,0.15253,-0.13406,12.81130,-2.37629,True,949.90417
4221,SpaceX,201.19753,1.07121,-105.75277,-1.05918,231.12503,-120.31519,Q2,0.27386,1.06175,12.78903,-3.70774,True,953.11129
4222,Tesla,201.96045,0.20406,-102.13008,-1.05449,231.89872,-125.92995,Q2,0.81368,-1.95517,8.00459,0.46977,True,958.73719
4223,SpaceX,200.86560,-0.45438,-100.17866,-1.06793,230.77762,-119.11443,Q3,0.75991,-1.50894,8.10555,-2.73677,True,954.23866
4224,Tesla,199.65366,0.69771,-98.60262,-1.04212,229.61114,-121.29403,EBIT/Wh,0.57646,1.62610,9.36451,-2.93688,True,948.96699
4225,TwitterX,200.98620,0.39241,-102.69381,-1.05388,230.92295,-123.33745,Q3,1.66734,1.84488,14.13304,-1.76905,True,953.58411
4226,SpaceX,199.85874,0.30612,-100.01563,-1.04495,229.80764,-120.88100,EBIT/Wh,-0.52337,0.57085,9.89395,-3.70084,True,949.28590
4227,SpaceX,198.84309,-0.12654,-98.53979,-1.05022,228.78190,-117.28713,AI,-0.00447,0.17652,12.02123,2.63160,True,944.94557
4228,TwitterX,201.49909,-1.03541,-100.93766,-1.05248,231.43993,-122.40637,Q2,-0.38453,-1.56613,11.45093,6.40175,True,957.02664
4229,Tesla,202.04750,-0.52526,-100.83252,-1.04920,231.99326,-121.71211,Q1,2.65133,-1.04842,8.93736,-3.32060,True,959.82123
4230,Tesla,201.48543,0.72388,-96.86579,-1.04969,231.43177,-122.47465,Q2,0.21314,-0.89684,11.99586,0.97425,True,958.99427
4231,Tesla,201.32883,0.33529,-96.58969,-1.05750,231.26174,-122.27386,Q2,-0.39629,0.56648,12.92320,-4.55189,True,958.34931
4232,SpaceX,199.65459,1.10762,-103.14634,-1.05095,229.59256,-119.27528,EBIT/Wh,0.76879,-0.19144,14.21722,2.52141,True,946.69977
4233,TwitterX,199.81304,-0.80350,-94.88317,-1.05210,229.75802,-121.67198,EBIT/Wh,1.79994,-1.46925,22.48356,2.37125,True,951.62362
4234,TwitterX,201.80785,0.60810,-102.84297,-1.05338,231.74776,-119.10360,Q2,-1.11032,-1.19987,10.04002,8.04394,True,957.61777
4235,Tesla,200.86338,0.38140,-101.05183,-1.04522,230.81678,-122.78661,Q3,0.87580,1.12615,18.55823,-3.36820,True,953.79099
4236,Tesla,200.09074,0.80762,-99.38980,-1.05151,230.03364,-119.98583,Q3,-0.11603,-2.60849,11.86517,-8.69025,True,950.75880
4237,TwitterX,201.21936,1.81343,-98.69623,-1.05384,231.15661,-123.11193,Q2,-0.45475,-1.72065,8.62872,-3.15611,True,956.74870
4238,SpaceX,199.11542,0.52509,-99.98782,-1.04572,229.06617,-121.65625,EBIT/Wh,-0.16769,0.12240,12.83528,-1.17021,True,945.58320
4239,SpaceX,200.12620,-0.13771,-103.09510,-1.06315,230.04764,-119.37255,Q3,0.08296,0.10226,6.72848,0.21262,True,949.08347
4240,SpaceX,197.21912,-1.33663,-97.31030,-1.04345,227.17251,-120.85258,AI,0.34235,0.14464,10.15322,-5.54945,True,937.44043
4241,TwitterX,199.66243,0.35839,-102.67381,-1.05698,229.59943,-120.67596,EBIT/Wh,0.98151,-0.88277,12.06116,-3.22558,True,946.97522
4242,Tesla,200.53041,0.24416,-100.51579,-1.04995,230.47621,-121.86845,Q3,0.53913,-0.65117,12.76341,-0.25603,True,952.39417
4243,SpaceX,200.50816,1.92426,-100.06942,-1.05260,230.44442,-119.41974,Q3,0.22614,0.34494,12.05753,8.56229,True,952.50609
4244,TwitterX,199.73450,0.26859,-101.37949,-1.05464,229.67323,-121.75994,EBIT/Wh,-1.46208,-2.17619,11.05292,-4.71334,True,947.98275
4245,Tesla,201.11505,0.39393,-100.79271,-1.05437,231.05268,-122.06821,Q2,-0.68293,0.82785,10.27314,-0.90479,True,955.17889
4246,Tesla,198.14566,0.13750,-93.91114,-1.05493,228.08289,-117.85737,AI,-3.65150,0.65281,8.22413,2.14949,True,943.77271
4247,TwitterX,199.63868,0.24470,-103.04647,-1.05037,229.58326,-122.23532,EBIT/Wh,0.27052,1.11056,13.69784,1.44646,True,946.67017
4248,Tesla,200.23800,0.96064,-103.83605,-1.04629,230.19020,-121.40692,Q3,-1.04721,0.48372,5.67818,-3.62953,True,949.27199
4249,Tesla,202.46390,1.22596,-99.13544,-1.04259,232.42165,-117.95244,Q1,1.83718,0.56514,11.42030,-1.80554,True,962.75177
4250,SpaceX,200.57035,0.21491,-100.30691,-1.05331,230.50583,-120.10934,Q3,-1.56007,0.27448,16.63352,2.86423,True,952.69832
4251,Tesla,200.29976,-0.98451,-101.51788,-1.05782,230.23212,-119.40444,Q3,0.80861,2.03490,11.26554,-0.32450,True,950.73984
4252,TwitterX,201.18575,0.74645,-99.91370,-1.05404,231.12001,-122.77401,Q2,0.70647,-3.62056,12.37359,0.23004,True,955.97190
4253,Tesla,198.33336,-0.46837,-98.44604,-1.04776,228.28168,-120.51370,AI,0.27938,-1.42743,14.13245,-1.50495,True,942.44376
4254,Tesla,200.55961,0.45256,-104.61170,-1.04442,230.51291,-121.58658,Q3,-0.81482,-0.45105,9.08347,-4.42309,True,950.49218
4255,SpaceX,201.93915,0.77218,-101.73681,-1.04795,231.88117,-120.92008,Q2,-0.08803,0.08308,13.66672,3.35003,True,958.82736
4256,SpaceX,199.73248,-1.14405,-99.49138,-1.04525,229.68241,-121.95599,EBIT/Wh,-0.40028,0.58067,12.03042,0.50668,True,948.91669
4257,Tesla,198.49067,-0.20107,-103.46618,-1.04855,228.43745,-118.41547,AI,0.50073,-0.47787,14.39538,-1.02397,True,940.72025
4258,TwitterX,196.85590,-1.15599,-98.10214,-1.05125,226.79891,-119.01628,AI,-0.85137,1.12245,1.85872,11.42308,True,935.22841
4259,Tesla,199.19059,-0.66170,-93.95379,-1.05485,229.12782,-121.29352,EBIT/Wh,-2.87969,1.62628,11.48380,-2.08018,True,948.97606
4260,TwitterX,200.15891,-0.09778,-97.47437,-1.05120,230.10427,-123.47196,Q3,0.04977,-0.21583,8.40384,-0.19084,True,952.05736
4261,Tesla,200.81292,-0.27066,-98.09672,-1.05030,230.75815,-120.40011,Q3,-1.03844,2.17918,8.96430,-0.87722,True,955.01624
4262,TwitterX,199.79651,0.67487,-100.07534,-1.05888,229.72464,-121.33282,EBIT/Wh,1.31217,1.74383,10.51088,-1.68870,True,948.94489
4263,SpaceX,200.56747,0.31138,-98.66493,-1.05332,230.50589,-119.71703,Q3,1.36489,0.20896,13.58282,5.05288,True,953.50489
4264,Tesla,199.14254,0.26028,-101.90650,-1.04302,229.09925,-120.25492,EBIT/Wh,0.23292,-1.51378,8.65292,0.35263,True,944.75946
4265,SpaceX,199.96492,-0.44120,-99.56621,-1.05097,229.90761,-124.10314,EBIT/Wh,0.37299,0.53910,10.00755,3.09116,True,950.04148
4266,Tesla,200.06489,0.04264,-99.24082,-1.05257,230.00651,-119.81389,Q3,-1.90081,1.79804,12.79956,-4.89656,True,950.70406
4267,Tesla,200.86538,-0.00859,-105.49826,-1.04399,230.81909,-119.23909,Q3,-1.75140,0.46185,14.53007,-2.24192,True,951.57778
4268,TwitterX,200.32046,0.66176,-98.32540,-1.05084,230.26406,-124.00073,Q3,0.43422,2.55535,16.42149,2.09972,True,952.43960
4269,TwitterX,199.31745,-0.61221,-96.63056,-1.05222,229.25804,-120.75201,EBIT/Wh,-0.86619,1.71492,8.57096,3.87794,True,948.27196
4270,Tesla,200.53177,-0.73779,-95.18733,-1.05591,230.46713,-120.35146,Q3,2.06160,-1.96370,5.39989,1.15832,True,955.06516
4271,TwitterX,200.36495,-1.19678,-98.63939,-1.05449,230.30396,-122.52011,Q3,1.54842,2.47618,10.79073,-2.33423,True,952.50508
4272,TwitterX,201.21858,1.03993,-99.14434,-1.05445,231.15225,-120.82097,Q2,0.31228,-1.40063,10.81083,4.77846,True,956.52073
4273,Tesla,197.69055,-0.86592,-92.04845,-1.04870,227.63781,-117.00964,AI,0.64265,-2.25684,7.20379,-0.42963,True,942.42850
4274,Tesla,200.86875,0.37335,-99.93983,-1.05297,230.81004,-119.02649,Q3,-0.58530,1.79416,12.65568,-2.13547,True,954.37383
4275,TwitterX,199.78933,-0.27298,-98.82887,-1.05789,229.72160,-118.94761,EBIT/Wh,-0.08738,-1.73958,9.46695,1.50133,True,949.53223
4276,SpaceX,199.24783,0.32515,-94.62756,-1.06691,229.16523,-121.83932,EBIT/Wh,0.43300,-1.02415,10.40973,3.91193,True,948.92536
4277,Tesla,200.69017,0.57507,-103.76681,-1.04768,230.63953,-118.80177,Q3,1.96467,0.94296,10.40548,0.19586,True,951.56744
4278,TwitterX,198.38072,-1.33636,-98.64514,-1.06178,228.30368,-119.22606,AI,3.38828,3.52212,9.74975,-0.18044,True,942.58103
4279,TwitterX,200.36004,-0.19045,-94.48760,-1.05286,230.29824,-120.55240,Q3,0.30378,0.53045,8.75160,-3.94932,True,954.55639
4280,SpaceX,200.22540,0.14587,-95.18597,-1.06318,230.14422,-121.02562,Q3,-0.49301,-0.40442,9.40723,-3.14431,True,953.53401
4281,SpaceX,199.02545,0.44056,-101.28705,-1.06111,228.94871,-120.72389,EBIT/Wh,1.29770,0.01746,10.30101,1.76644,True,944.48370
4282,Tesla,200.23378,-0.60817,-102.99716,-1.05683,230.16788,-118.84273,Q3,-2.52318,0.97477,7.32514,1.09333,True,949.67033
4283,Tesla,199.41799,0.46700,-102.39230,-1.05011,229.36374,-120.13810,EBIT/Wh,-0.83836,0.41824,13.88210,-0.38489,True,945.89377
4284,SpaceX,201.23714,-0.12274,-94.44195,-1.05673,231.17017,-123.05333,Q2,0.09294,0.37379,12.93784,0.22073,True,958.96473
4285,TwitterX,200.10503,0.41564,-102.71388,-1.05668,230.04052,-120.86420,Q3,-1.49149,-0.91090,7.86971,4.21102,True,949.16822
4286,Tesla,200.50829,0.58895,-101.04098,-1.05679,230.44260,-119.45908,Q3,0.51455,-0.73826,8.71209,-0.70292,True,952.02094
4287,Tesla,199.58089,0.49728,-100.26174,-1.05438,229.52056,-120.86377,EBIT/Wh,-1.01594,0.75177,11.43413,1.18747,True,947.77359
4288,SpaceX,197.50924,0.13422,-102.43461,-1.05457,227.44379,-118.98134,AI,-1.06899,-1.24710,5.38098,0.97383,True,936.32890
4289,SpaceX,198.92594,-0.02629,-97.67736,-1.05061,228.86713,-120.35959,AI,0.12465,0.08499,12.02180,1.00725,True,945.79100
4290,SpaceX,199.17501,0.29707,-103.03224,-1.04548,229.12152,-121.72178,EBIT/Wh,-0.35862,0.74386,17.27631,-3.40915,True,944.35892
4291,TwitterX,200.66895,0.95604,-92.47262,-1.05032,230.61524,-124.99124,Q3,1.31267,1.19818,18.28199,4.01340,True,957.10845
4292,Tesla,199.53548,-0.94830,-99.70837,-1.05628,229.47154,-116.94170,EBIT/Wh,-0.71211,0.79325,9.72739,-2.39134,True,947.82321
4293,Tesla,199.48019,0.09689,-101.19263,-1.04443,229.43488,-120.52075,EBIT/Wh,-0.88901,1.18827,10.68951,-1.79864,True,946.80464
4294,Tesla,201.26806,-0.03649,-102.61797,-1.05636,231.20303,-123.30778,Q2,-3.04175,-0.81977,10.74701,-5.15567,True,955.03132
4295,TwitterX,199.97117,-0.68524,-96.40348,-1.06008,229.89827,-122.48647,EBIT/Wh,-0.90442,-0.99524,8.47214,-0.56270,True,951.65413
4296,Tesla,199.18630,-0.90154,-100.55822,-1.04629,229.13656,-121.41011,EBIT/Wh,0.03057,0.14451,7.73476,-3.71407,True,945.65240
4297,Tesla,200.03332,0.20943,-100.03007,-1.04831,229.98055,-120.81527,Q3,0.23884,0.00533,13.61090,-2.93786,True,950.15155
4298,TwitterX,200.96331,0.20235,-103.38831,-1.05336,230.90447,-120.00926,Q3,1.11605,1.79565,7.66524,-3.06433,True,953.12237
4299,Tesla,200.44918,0.34631,-96.51110,-1.05880,230.38050,-122.69324,Q3,0.69496,-0.03987,13.92625,1.46425,True,953.99035
4300,Tesla,200.75184,0.72316,-96.37799,-1.04899,230.69777,-122.29128,Q3,0.51174,0.90493,10.51224,-3.47308,True,955.57020
4301,SpaceX,200.81919,-0.63875,-98.67433,-1.06039,230.74327,-119.33897,Q3,-0.07378,0.23874,13.94511,-2.11759,True,954.75881
4302,Tesla,197.95467,-1.01929,-102.77973,-1.05384,227.89456,-118.99816,AI,0.84557,-0.27206,9.99164,4.03004,True,938.38346
4303,SpaceX,199.41082,0.34775,-102.53143,-1.06259,229.33364,-120.67575,EBIT/Wh,1.03964,0.17560,11.27225,-3.51878,True,945.78840
4304,TwitterX,200.58510,-0.37642,-101.88734,-1.05958,230.51196,-121.07177,Q3,-0.66229,0.05213,20.48636,0.37490,True,951.98183
4305,SpaceX,199.63930,-0.47345,-99.42247,-1.05314,229.57418,-117.40556,EBIT/Wh,0.78882,1.43006,9.31499,0.85548,True,948.48526
4306,SpaceX,199.05091,-0.23099,-99.25876,-1.05351,228.98859,-122.24356,EBIT/Wh,1.45228,0.49716,9.93240,3.55053,True,945.62519
4307,Tesla,200.40597,-0.84074,-96.02493,-1.05154,230.34790,-119.83597,Q3,2.21358,-1.74563,8.61630,-3.07621,True,954.01739
